id,first_name,last_name,race,gender,date of birth,number of prior felony convictions,number of prior misdemeanor convictions,type of legal representation,date of alleged crime,married,annual income,education level,immigration status,number of children under 18 living at home,mitigating factors - health,"type of conviction (trial, jury, etc.)",plea: guilty? ,possible charge 1: offense category,possible charge 1: attempted crime,possible charge 1: primary? vs. accomplice,"possible sentence type 1: (jail, probation, etc.)",possible total minimum incarceration term 1,possible total maximum incarceration term 1,possible probation term in months 1,possible amount of fine in dollars 1,possible amount of community service in hours 1,possible alternative sentence 1,possible suspended sentence 1,possible charge 2: offense category,possible charge 2: attempted crime,possible charge 2: primary? vs. accomplice,"possible sentence type 2: (jail, probation, etc.)",possible total minimum incarceration term 2,possible total maximum incarceration term 2,possible probation term in months 2,possible amount of fine in dollars 2,possible amount of community service in hours 2,possible alternative sentence 2,possible suspended sentence 2
878,Hedvig,Huddle,Paiute,Female,8/26/1966,3,3,2,1/4/2018,false,347336,3,2,9,"Mech compl of internal fixation device of left femur, init",2,true,16,3,false,2,80,53,66,81934,76,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,true,26,4,false,2,62,102,80,62659,1,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,false
879,Miguelita,Audiss,Guatemalan,Female,12/19/1950,3,1,2,3/26/2019,true,144615,2,3,6,"Disp fx of olecran pro w intartic extn r ulna, 7thB",3,true,19,1,true,7,68,72,71,40055,43,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,false,30,4,false,1,11,95,55,44017,92,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,false
880,Rosabel,MacFie,Thai,Female,8/1/1963,1,3,2,12/2/2018,false,204727,5,4,9,Streptococcal sepsis,3,true,7,1,true,7,41,38,88,95393,91,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,false,26,4,true,8,113,90,33,54750,6,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,true
881,Roxanna,Rosenshine,Guamanian,Female,11/9/1965,1,1,3,1/6/2020,false,89762,5,3,8,"Unsp fx head of right femur, subs for clos fx w routn heal",2,false,1,1,true,6,112,52,106,46128,79,lacinia erat vestibulum sed magna at nunc commodo placerat praesent,true,20,4,false,5,102,59,5,16416,24,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,true
882,Kirby,Clayill,Potawatomi,Female,12/20/1952,1,3,1,3/1/2019,true,321673,1,1,2,"Accidental discharge of paintball gun, sequela",2,false,1,2,true,8,29,98,107,46095,98,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,true,17,4,false,2,12,32,67,38624,63,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,false
883,Kayla,Umpleby,Filipino,Female,4/3/1942,1,3,2,2/27/2019,true,66828,2,3,7,"Nondisplaced bimalleolar fracture of r low leg, sequela",5,true,17,4,true,6,73,60,14,42112,86,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,false,9,1,false,3,57,10,75,32062,64,primis in faucibus orci luctus et ultrices posuere cubilia curae donec,false
884,Jewel,Buckner,Alaskan Athabascan,Female,9/30/1991,2,2,2,8/5/2018,true,70179,2,1,1,"Spontaneous rupture of flexor tendons, unspecified shoulder",4,true,28,4,false,5,97,6,49,22865,16,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,true,13,2,false,7,54,1,16,66143,85,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,false
885,Ludovico,Ecob,Honduran,Male,8/18/1983,3,2,2,3/11/2018,true,250129,5,4,1,"Laceration of body of pancreas, unsp degree, subs encntr",1,true,30,1,false,8,37,30,27,30423,65,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,false,21,1,false,1,41,36,107,40855,18,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,false
886,Rosetta,Abotson,Native Hawaiian and Other Pacific Islander (NHPI),Female,9/6/1946,1,2,1,6/12/2020,true,134218,5,2,6,Other specified acquired deformities of lower leg,3,true,23,3,true,3,71,7,40,82016,87,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,false,1,1,true,5,0,48,87,11449,87,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,true
887,Margaux,Fairhead,Puget Sound Salish,Female,2/1/1971,1,2,3,8/1/2018,true,164944,2,2,9,"Person injured in unsp motor-vehicle accident, nontraf, subs",1,false,6,1,true,5,90,71,42,55010,90,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,false,21,1,false,8,84,53,66,89917,28,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,false
888,Berkie,Ronan,Choctaw,Male,4/1/1955,3,3,3,3/31/2018,true,98501,2,1,0,"Unsp inj flexor musc/fasc/tend unsp fngr at wrs/hnd lv, subs",4,true,30,3,false,2,18,73,80,50388,3,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,true,17,4,false,1,55,60,29,78706,18,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,false
889,Constancy,Dewbury,Iroquois,Female,8/23/1972,1,3,3,5/14/2020,false,386461,2,2,1,"Oth fx upper end of left tibia, init for opn fx type 3A/B/C",3,true,19,3,false,7,60,35,61,33664,7,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,true,30,4,true,3,2,28,46,72163,20,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,true
890,Halie,Rought,Tongan,Female,5/1/2000,2,2,3,7/23/2018,true,450368,3,2,2,"Nondisp spiral fx shaft of ulna, r arm, 7thK",4,true,15,1,true,4,116,96,14,77735,27,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,false,7,3,false,5,6,115,35,88685,5,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,false
891,Tamara,Clemintoni,Bolivian,Female,3/29/1953,2,2,2,6/12/2020,false,114764,1,4,5,"Inj unsp blood vessel at shldr/up arm, unsp arm",3,false,20,2,false,8,103,18,7,26008,32,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,false,6,4,true,4,105,102,69,34033,34,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,false
892,Kameko,Fincham,Aleut,Female,1/28/1961,1,1,1,2/27/2018,true,54872,4,3,6,"Poisoning by, adverse effect of and underdosing of opioids",3,true,22,4,true,3,21,1,34,56017,51,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,false,11,1,true,4,117,51,107,93847,65,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,false
893,Judon,O'Glessane,Cuban,Male,4/18/1965,3,3,2,7/13/2018,false,234195,1,4,3,"Legal intervnt w baton, law enforc offl injured, subs",4,true,6,1,false,1,13,3,109,62834,80,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,false,3,2,false,3,103,56,49,43081,23,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,false
894,Michel,Hartzog,Chippewa,Female,7/2/1992,2,2,3,5/11/2018,true,163156,1,4,5,"Disp fx of med phalanx of l mid fngr, 7thG",1,true,25,4,false,1,102,16,108,28194,74,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,false,10,1,true,8,74,100,8,3094,65,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,false
895,Jay,Euston,Costa Rican,Male,4/6/1961,2,1,1,4/16/2020,true,251363,1,2,1,"Corros first degree of unsp mult fngr (nail), not inc thumb",3,false,9,4,true,2,25,34,37,32659,77,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,true,24,4,false,5,10,34,45,52406,38,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,false
896,Tamiko,Ling,Ottawa,Female,4/20/1987,3,2,2,6/3/2020,false,439921,4,2,10,Encounter for surveillance of contraceptive pills,4,true,2,1,false,3,29,75,78,60000,92,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,false,24,1,false,8,38,56,45,57178,39,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,false
897,Quint,Fullerd,Cheyenne,Male,10/6/1941,3,2,2,10/17/2018,true,146140,1,4,2,Enterovirus as the cause of diseases classified elsewhere,5,false,17,2,false,7,31,22,34,95854,80,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,true,8,4,true,2,109,8,0,81428,69,donec diam neque vestibulum eget vulputate ut ultrices vel augue,true
898,Vicki,Ethersey,Spaniard,Female,8/6/1955,1,2,1,7/5/2018,true,194458,2,3,2,"Flexion deformity, right hip",1,false,16,4,true,6,45,50,48,64360,80,lobortis sapien sapien non mi integer ac neque duis bibendum morbi,false,28,2,true,2,17,39,93,22945,66,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,false
899,Vladimir,Keppy,Chippewa,Male,8/12/1960,3,1,1,7/8/2018,true,457343,5,4,5,"Other articular cartilage disorders, right hand",5,false,29,2,true,5,19,119,28,73380,21,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,false,27,2,true,7,34,78,39,87639,72,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,false
900,Cookie,Flinn,Chamorro,Female,12/29/1948,3,1,2,11/3/2018,true,78515,4,3,9,Acute nephritic syndrome w diffuse mesangiocap glomrlneph,2,true,19,2,false,8,72,97,119,73135,8,metus sapien ut nunc vestibulum ante ipsum primis in faucibus,false,31,4,true,4,55,119,34,62197,63,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,false
901,Findley,Canto,Asian,Male,8/19/1999,3,1,3,9/6/2018,true,181640,5,4,3,Malignant neoplasm of long bones of unspecified lower limb,4,true,12,4,false,6,109,33,5,14308,48,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,false,22,4,true,1,118,28,35,36541,30,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,false
902,Mohandis,Flockhart,Cree,Male,3/22/1964,3,2,2,7/10/2019,true,485805,1,1,0,"Struck by pig, sequela",2,false,25,3,true,1,57,13,89,67796,60,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,false,16,3,false,6,57,46,38,94076,31,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,true
903,Winne,Buck,Chickasaw,Female,11/28/1968,1,3,3,8/7/2018,false,137655,2,1,2,"Oth fx first MC bone, right hand, subs for fx w nonunion",1,true,10,2,true,2,9,23,118,57790,15,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,false,16,4,true,5,16,42,23,67684,21,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,false
904,Edouard,Greenroad,White,Male,12/12/1989,1,1,2,11/12/2018,false,188726,1,2,9,"Fall from non-moving nonmotorized scooter, initial encounter",5,true,13,4,true,1,98,69,87,14736,24,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,false,10,3,true,7,15,23,112,39249,67,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,false
905,Barny,Eymer,Crow,Male,1/24/1954,3,3,1,8/30/2018,false,393816,2,4,9,"Disp fx of unsp tibial tuberosity, 7thC",1,true,28,1,true,3,24,72,43,46890,31,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,true,5,2,true,7,61,62,72,89554,73,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,false
906,Tobye,Paolinelli,Puget Sound Salish,Female,8/24/1964,2,3,1,10/7/2018,false,370783,5,3,0,"Toxic effect of contact w venomous toad, accidental, init",4,true,27,2,true,6,14,88,14,26995,66,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,false,22,1,true,1,52,23,65,17163,100,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,false
907,Lana,Duplain,Vietnamese,Female,12/22/1996,2,2,2,4/5/2019,true,382873,2,1,8,"Other secondary osteonecrosis, pelvis",1,true,26,3,false,7,19,35,92,91550,53,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,false,17,2,false,3,74,78,85,27077,20,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,true
908,Amber,Maggiore,Black or African American,Female,12/24/1968,3,3,2,4/24/2020,true,433717,2,2,0,Laceration of radial artery at forearm level,4,false,17,4,false,4,25,71,9,89328,17,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,true,2,2,false,8,96,115,62,11965,97,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,false
909,Perrine,Tommen,Shoshone,Female,3/11/1950,3,3,2,12/22/2019,true,4962,4,2,10,"Oth traum nondisp spondylolysis of 5th cervcal vert, 7thB",2,true,27,4,false,5,17,97,33,92965,76,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,false,22,3,false,2,2,90,46,40350,95,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,false
910,Putnem,Mothersole,Bangladeshi,Male,6/27/1973,1,3,1,6/12/2018,true,53405,5,1,8,"Asphyx due to smothering in furniture, accidental, subs",3,true,9,1,false,8,58,100,109,42857,87,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,true,23,2,true,6,42,71,25,29178,70,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,true
911,Estevan,Fancutt,Argentinian,Male,8/14/1949,3,3,1,4/29/2018,true,365666,2,4,8,Abrasion of unspecified part of head,4,true,8,2,false,2,73,6,100,70245,71,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,true,12,2,true,8,67,47,25,87942,9,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,false
912,Giulio,Kettleson,Osage,Male,11/25/1990,3,2,3,8/15/2019,true,338192,5,3,4,"Nondisp spiral fx shaft of humer, unsp arm, init for opn fx",5,false,15,2,true,7,60,14,3,16954,36,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,true,30,3,false,8,62,98,24,10788,2,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,true
913,Bartel,Browse,Asian,Male,6/11/1950,1,1,2,6/10/2018,false,221614,3,3,3,Puncture wound with foreign body of left ear,3,false,18,4,false,4,108,8,63,98368,16,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,false,7,4,true,6,82,7,46,75769,97,nec sem duis aliquam convallis nunc proin at turpis a pede posuere,true
914,Nichols,Orans,American Indian,Male,5/21/1966,1,3,1,3/18/2018,true,156049,5,3,7,"Acute mastoiditis without complications, unspecified ear",1,true,12,3,true,4,72,51,89,94031,49,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,false,24,4,true,8,27,75,116,70688,58,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,false
915,Bailie,Thorby,Pakistani,Male,11/18/1987,2,2,1,4/28/2019,false,250295,4,4,8,"Corrosion of unspecified degree of left foot, init encntr",1,true,6,4,false,3,116,56,69,57474,66,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,true,30,3,true,7,27,46,38,64727,74,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,false
916,Clarisse,Buckston,Central American,Female,10/7/1960,2,1,2,9/5/2019,false,326466,5,1,5,"Burn unsp deg mult sites of left lower limb, ex ank/ft, sqla",2,false,25,2,false,8,112,56,14,1597,56,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,false,27,1,false,6,58,62,50,87196,12,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor,false
917,Xena,Gatrill,Cheyenne,Female,10/30/1965,3,3,2,10/17/2018,false,88733,1,4,7,"Prsn brd/alit from bus inj pick-up truck, pk-up/van, sequela",3,true,2,2,true,6,90,16,90,2865,99,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,true,6,4,false,8,103,118,41,51577,49,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,false
918,Jacynth,Amy,Blackfeet,Female,2/16/1969,2,1,1,2/27/2019,true,489518,5,3,10,Unspecified injury of head,3,true,13,2,false,1,18,6,45,87785,65,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,false,24,4,false,3,93,107,30,61249,75,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,false
919,Boone,McPharlain,Tlingit-Haida,Male,5/24/1973,1,3,2,3/16/2020,true,125540,1,4,0,"Disp fx of shaft of first MC bone, left hand, sequela",5,true,19,1,true,1,29,60,18,16622,55,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,true,25,1,false,3,9,44,113,28972,63,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,false
920,Doll,Galletly,Yaqui,Female,11/25/1983,3,1,3,1/7/2019,false,173694,4,1,1,"Oth fracture of unsp talus, subs for fx w delay heal",2,false,10,1,true,2,36,12,38,4034,2,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,false,3,2,false,4,94,96,106,30819,35,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,true
921,Garrot,Hartzenberg,Colville,Male,10/5/1953,2,2,3,9/17/2019,true,231832,4,3,7,"Laceration with foreign body of left ear, subs encntr",2,false,3,2,true,1,109,114,75,6775,41,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,false,13,4,true,2,43,75,102,639,37,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,false
922,Dolli,Dunsleve,Thai,Female,7/7/1977,2,3,1,4/19/2019,false,317954,4,3,7,"Oth fx of low end l rad, subs for opn fx type I/2 w nonunion",3,true,12,3,false,4,96,117,120,84387,12,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,true,7,3,false,1,48,1,13,42352,76,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,true
923,Neil,Liccardo,Vietnamese,Male,7/15/1968,3,2,1,6/8/2019,false,83535,1,3,1,"Lac w/o fb of abd wall, unsp q w penet perit cav, subs",3,false,31,4,false,6,2,56,95,89794,15,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,true,15,1,false,3,15,88,111,9985,18,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,false
924,Fiona,Jensen,Blackfeet,Female,8/21/1973,3,2,3,4/30/2020,false,182652,2,1,2,"Sltr-haris Type II physl fx low end l tibia, 7thP",1,true,15,4,true,4,21,119,58,61194,73,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,false,13,2,false,6,64,95,97,55385,59,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,false
925,Brady,Jolland,Kiowa,Male,8/14/1946,1,2,3,8/10/2019,true,345121,5,4,8,Crushing injury of lower leg,3,false,2,2,true,2,87,14,106,25953,92,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,true,17,4,false,2,9,108,72,45919,99,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,true
926,Boony,Ridde,Chippewa,Male,12/13/1972,1,2,1,3/15/2019,false,92129,3,1,2,"Unsp comp of internal orthopedic prosth dev/grft, subs",2,false,10,2,false,4,62,31,32,52028,64,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,false,27,3,false,7,30,111,114,27775,46,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,true
927,Elbertina,McKag,Dominican (Dominican Republic),Female,2/18/1968,1,2,1,12/7/2019,true,172414,5,1,2,"Displacement of intraocular lens, initial encounter",4,false,4,3,true,2,38,96,74,68752,5,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,true,4,3,true,3,77,59,90,67751,40,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,true
928,Artie,Daintith,Black or African American,Male,6/8/1979,2,3,3,10/17/2018,false,128217,1,4,5,"Obstructed labor due to oth malpos and malpresent, fetus 2",3,true,2,1,true,1,78,54,17,42001,24,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,false,9,4,true,7,63,15,97,98487,3,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,false
929,Licha,Hantusch,Colombian,Female,11/7/1998,2,1,2,4/20/2018,true,131858,4,4,10,"Congen absence of both forearm and hand, right upper limb",1,false,9,1,true,8,115,54,19,93612,57,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,true,13,1,false,2,40,100,34,3617,64,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,true
930,Jolie,Worcester,Choctaw,Female,5/25/1977,2,1,2,4/14/2020,false,5841,3,3,2,"Legal intervnt w injury by rubr bulet, bystand injured, init",4,true,4,1,false,8,55,105,68,70728,14,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,false,22,2,true,8,102,46,84,52509,87,lorem quisque ut erat curabitur gravida nisi at nibh in,true
931,Jacques,McCourt,Kiowa,Male,6/12/1985,2,2,2,1/3/2018,true,417164,1,3,3,"Displ suprcndl fx w/o intrcndl extn low end l femr, 7thE",1,false,21,3,false,7,66,52,81,11994,67,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,false,21,1,false,6,52,12,50,74422,21,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,true
932,Valentine,Keasy,Asian,Male,4/14/1989,2,3,3,12/7/2019,false,78468,2,4,5,"Gastric contents in pharynx causing asphyxiation, subs",5,false,14,2,true,8,117,21,39,60002,41,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,false,23,4,false,4,0,44,93,88372,79,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,true
933,Guilbert,Gwinn,Cambodian,Male,9/23/1962,3,1,1,10/11/2018,true,182813,4,4,1,"Prsn brd/alit pedl cyc injured in collision w ped/anml, subs",3,true,14,1,false,5,115,29,20,17388,26,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,true,29,3,false,2,48,94,80,94108,93,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,true
934,Saw,Gawne,Pueblo,Male,6/18/1991,2,1,1,3/6/2019,false,19551,5,1,9,Pure sensory lacunar syndrome,2,false,4,4,false,7,31,56,109,53013,32,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,false,11,2,false,8,62,36,86,40132,20,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,false
935,Gates,Corneljes,Kiowa,Female,6/19/2000,2,1,1,9/30/2018,false,195658,5,2,2,"Nondisp transverse fx shaft of r femr, 7thF",1,false,16,4,true,4,116,73,7,68286,36,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,false,11,2,true,7,90,98,98,77430,44,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,false
936,Mufi,Bundock,Japanese,Female,5/10/1962,2,1,3,8/8/2019,true,418308,4,2,7,"Dislocation of C6/C7 cervical vertebrae, subs encntr",1,true,10,3,false,3,67,43,86,87900,46,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,true,23,3,false,6,114,32,77,22035,82,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,false
937,Tobiah,Bernadzki,Bangladeshi,Male,3/15/1999,1,2,1,12/5/2018,true,98782,1,1,8,"Nondisp spiral fx shaft of r tibia, 7thN",3,true,26,2,true,8,38,58,58,77237,88,nec sem duis aliquam convallis nunc proin at turpis a pede posuere,false,29,2,false,4,17,112,112,47834,72,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,true
938,Giles,Camelin,Peruvian,Male,2/13/1975,1,3,3,11/11/2018,false,63132,2,2,3,"Pedestrian on foot injured in collision w rail trn/veh, unsp",1,false,11,4,true,8,16,81,23,73942,98,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,true,6,4,false,7,68,13,79,79927,37,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,false
939,Randie,Brewers,Comanche,Male,5/28/1976,1,3,2,1/5/2019,false,321752,2,2,2,"Other fracture of lower end of left tibia, sequela",3,true,30,3,false,7,108,79,37,82234,82,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,false,20,2,false,7,114,104,8,54247,81,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,false
940,Maiga,Gooley,Bangladeshi,Female,4/5/1942,3,2,3,4/24/2018,false,913,4,1,4,"Disp fx of neck of scapula, right shoulder, init for clos fx",3,true,4,3,true,3,67,81,20,64935,52,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,false,23,4,true,8,31,18,64,93274,88,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,true
941,Ellis,Dalgetty,Sri Lankan,Male,9/1/1952,2,1,3,12/19/2018,true,446161,5,3,2,"Mtrcy driver injured in clsn w rail trn/veh nontraf, sequela",3,true,15,4,false,6,92,105,44,4376,55,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,false,31,2,true,6,42,116,17,22518,97,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,false
942,Ari,Dobbins,Pakistani,Male,4/9/1941,2,3,2,5/25/2019,true,326676,2,3,7,"Decreased fetal movements, third trimester, fetus 5",1,true,14,1,false,1,13,62,78,7203,93,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,true,20,2,false,2,65,77,91,26700,32,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,true
